|ACCOCI|ASSETS|ASSETSC|ASSETSNC|BVPS|CAPEX|CASHNEQ|CASHNEQUSD|COR|CURRENTRATIO|DE|DEBT|DEBTUSD|DEPAMOR|DILUTIONRATIO|DPS|Date|EBIT|EBITDA|EBITDAUSD|EBITUSD|EBT|EPS|EPSDIL|EPSUSD|EQUITY|EQUITYUSD|FCF|FCFPS|GP|INTANGIBLES|INTEXP|INVCAP|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|NCF|NCFCOMMON|NCFDEBT|NCFDIV|NCFF|NCFI|NCFO|NCFX|NETINC|NETINCCMN|NETINCCMNUSD|NETINCDIS|PAYABLES|PREFDIVIS|RECEIVABLES|RETEARN|REVENUE|REVENUEUSD|RND|SGNA|SHARESWA|SHARESWADIL|SYMBOL|TANGIBLES|TAXEXP|TBVPS|WORKINGCAPITAL
5|-141000.0|446946000.0|216206000.0|230740000.0|11.74999941|-26390000.0|867000.0|867000.0|1071085000.0|1.91315813|6.48690889|256331000.0|256331000.0|31507000.0||0.0|2014-10-31|10131000.0|41638000.0|41638000.0|10131000.0|-9440000.0|-1.03|-1.03|-1.03|59697000.0|59697000.0|-2741000.0|-0.53950363|121905000.0|10871000.0|19571000.0|578529000.0|86420000.0|387249000.0|113010000.0|274239000.0|-12452000.0|-19984000.0|12386000.0|0.0|-8835000.0|-26390000.0|23649000.0|-876000.0|-5506000.0|-5506000.0|-5506000.0|0.0|81890000.0|0.0|119355000.0|136558000.0|1192990000.0|1192990000.0|0.0|62322000.0|5080596.0||AEPI|436075000.0|-3934000.0|85.83146544|103196000.0
6|-1012000.0|440205000.0|233255000.0|206950000.0|17.5688965|-8496000.0|20167000.0|20167000.0|959729000.0|2.09002366|3.91037168|213426000.0|213426000.0|31567000.0||0.0|2015-10-31|63035000.0|94602000.0|94602000.0|63035000.0|44245000.0|5.66|5.64|5.66|89648000.0|89648000.0|61987000.0|12.14799201|181662000.0|10352000.0|18790000.0|511508000.0|101264000.0|350557000.0|111604000.0|238953000.0|19300000.0|467000.0|-43089000.0|0.0|-42219000.0|-8496000.0|70483000.0|-468000.0|28837000.0|28837000.0|28837000.0|0.0|68734000.0|0.0|104930000.0|165395000.0|1141391000.0|1141391000.0|0.0|70380000.0|5102654.0||AEPI|429853000.0|15408000.0|84.24106357|121651000.0
0||||||-49000.0|||0.0|||||120000.0|1.0|0.0|2011-12-31|-13419000.0|-13299000.0|-13299000.0|-13419000.0|-13419000.0|-14.5|-14.5|-14.5|||-12047000.0|-13.01498987|0.0||0.0||||||11799000.0|-1154000.0|0.0|0.0|23846000.0|-49000.0|-11998000.0|0.0|-13419000.0|-13419000.0|-13419000.0|0.0||0.0|||0.0|0.0|10695000.0|3521000.0|925625.0|925625.0|AERI||0.0||
1|0.0|3219000.0|3038000.0|181000.0|-66.95227272|-51000.0|2925000.0|2925000.0|0.0|0.80285412|-0.09762355|2331000.0|2331000.0|138000.0|1.0|0.0|2012-12-31|-15643000.0|-15505000.0|-15505000.0|-15643000.0|-15643000.0|-16.39|-16.39|-16.39|-63919000.0|-63919000.0|-15019000.0|-15.73172584|0.0|0.0|0.0|-1159000.0|0.0|6240000.0|3784000.0|2456000.0|-12143000.0|6000.0|3000000.0|-130000.0|2876000.0|-51000.0|-14968000.0|0.0|-15643000.0|-15643000.0|-15643000.0|0.0|1453000.0|0.0|0.0|-63920000.0|0.0|0.0|9273000.0|5020000.0|954695.0|954695.0|AERI|3219000.0|0.0|3.37175747|-746000.0
2|0.0|70458000.0|70267000.0|191000.0|13.51477876|-63000.0|69649000.0|69649000.0|0.0|20.18006893|0.05198877|0.0|0.0|64000.0|1.0|0.0|2013-12-31|-31598000.0|-31534000.0|-31534000.0|-31598000.0|-31598000.0|-6.38|-6.38|-6.38|66976000.0|66976000.0|-16511000.0|-3.33167869|0.0|0.0|0.0|-2673000.0|0.0|3482000.0|3482000.0|0.0|66724000.0|68235000.0|15000000.0|0.0|83235000.0|-63000.0|-16448000.0|0.0|-31598000.0|-31598000.0|-31598000.0|0.0|3482000.0|0.0|0.0|-95068000.0|0.0|0.0|11883000.0|10287000.0|4955760.0|4955760.0|AERI|70458000.0|0.0|14.21739552|66785000.0
3|-107000.0|159835000.0|141047000.0|18788000.0|1.16421332|-181000.0|85586000.0|85586000.0|0.0|15.87116012|4.69984309|122906000.0|122906000.0|73000.0|1.0|0.0|2014-12-31|-48133000.0|-48060000.0|-48060000.0|-48133000.0|-48133000.0|-2.0|-2.0|-2.0|28042000.0|28042000.0|-33907000.0|-1.40770919|0.0|0.0|0.0|188268000.0|0.0|131793000.0|8887000.0|122906000.0|15937000.0|128000.0|122853000.0|0.0|122981000.0|-73318000.0|-33726000.0|0.0|-48133000.0|-48133000.0|-48133000.0|0.0|8887000.0|0.0|0.0|-143201000.0|0.0|0.0|29869000.0|20103000.0|24086651.0|24086651.0|AERI|159835000.0|0.0|6.63583327|132160000.0
4|-179000.0|159127000.0|138427000.0|20700000.0|0.72824299|-3280000.0|91060000.0|91060000.0|0.0|8.08757887|7.4754727|123236000.0|123236000.0|252000.0|1.0|0.0|2015-12-31|-74224000.0|-73972000.0|-73972000.0|-74224000.0|-74224000.0|-2.88|-2.88|-2.88|18775000.0|18775000.0|-59026000.0|-2.28949511|0.0|0.0|0.0|174187000.0|0.0|140352000.0|17116000.0|123236000.0|5474000.0|51838000.0|0.0|0.0|51838000.0|9382000.0|-55746000.0|0.0|-74363000.0|-74363000.0|-74363000.0|0.0|17116000.0|0.0|0.0|-217564000.0|0.0|0.0|44451000.0|30635000.0|25781230.0|25781230.0|AERI|159127000.0|139000.0|6.17220358|121311000.0
0|-2724000000.0|39535000000.0|8787000000.0|30748000000.0|7.00287669|-2520000000.0|2189000000.0|2189000000.0|9753000000.0|1.32714092|6.55721925|19537000000.0|19537000000.0|1049000000.0||0.84|2009-12-31|2676000000.0|3725000000.0|3725000000.0|2676000000.0|1215000000.0|0.99|0.98|0.99|4675000000.0|4675000000.0|-309000000.0|-0.46286394|3357000000.0|1809000000.0|1461000000.0|48453000000.0|560000000.0|30655000000.0|6621000000.0|24034000000.0|908000000.0|0.0|1349000000.0|0.0|610000000.0|-1917000000.0|2211000000.0|22000000.0|658000000.0|658000000.0|658000000.0|49000000.0|1862000000.0|0.0|2142000000.0|650000000.0|13110000000.0|13110000000.0|0.0|339000000.0|667582796.0||AES|37726000000.0|557000000.0|56.51134245|2166000000.0
1|-2383000000.0|40511000000.0|9446000000.0|31065000000.0|8.21342669|-2310000000.0|2929000000.0|2929000000.0|11623000000.0|1.17123373|4.64977599|18788000000.0|18788000000.0|1178000000.0||0.0|2010-12-31|2051000000.0|3229000000.0|3229000000.0|2051000000.0|602000000.0|0.01|0.01|0.01|6473000000.0|6473000000.0|1155000000.0|1.46555041|3820000000.0|1719000000.0|1449000000.0|46586000000.0|552000000.0|30098000000.0|8065000000.0|22033000000.0|761000000.0|1468000000.0|-841000000.0|0.0|-706000000.0|-2040000000.0|3465000000.0|8000000.0|9000000.0|9000000.0|9000000.0|0.0|1988000000.0|0.0|2283000000.0|620000000.0|15443000000.0|15443000000.0|0.0|391000000.0|788099808.0||AES|38792000000.0|593000000.0|49.22219192|1381000000.0
2|-2758000000.0|45346000000.0|9229000000.0|36117000000.0|7.74674439|-2430000000.0|2172000000.0|2172000000.0|12058000000.0|1.09374259|5.99007736|22020000000.0|22020000000.0|1262000000.0||0.0|2011-12-31|2244000000.0|3506000000.0|3506000000.0|2244000000.0|714000000.0|0.07|0.07|0.07|5946000000.0|5946000000.0|454000000.0|0.59149377|4040000000.0|4365000000.0|1530000000.0|52391000000.0|775000000.0|35617000000.0|8438000000.0|27179000000.0|-736000000.0|-279000000.0|2981000000.0|0.0|1412000000.0|-4906000000.0|2884000000.0|-122000000.0|58000000.0|58000000.0|58000000.0|0.0|2008000000.0|0.0|2522000000.0|678000000.0|16098000000.0|16098000000.0|0.0|346000000.0|767548237.0||AES|40981000000.0|656000000.0|53.39208407|791000000.0
3|-2920000000.0|41830000000.0|8465000000.0|33365000000.0|6.14145022|-2108000000.0|2634000000.0|2634000000.0|13581000000.0|1.01755019|7.51061501|20721000000.0|20721000000.0|1394000000.0||0.04|2012-12-31|1317000000.0|2711000000.0|2711000000.0|1317000000.0|-227000000.0|-1.21|-1.21|-1.21|4569000000.0|4569000000.0|793000000.0|1.06591596|3583000000.0|2323000000.0|1544000000.0|49275000000.0|719000000.0|34316000000.0|8319000000.0|25997000000.0|276000000.0|-301000000.0|-652000000.0|-30000000.0|-1867000000.0|-895000000.0|2901000000.0|5000000.0|-912000000.0|-912000000.0|-912000000.0|0.0|2545000000.0|0.0|2539000000.0|-264000000.0|17164000000.0|17164000000.0|0.0|274000000.0|743961090.0||AES|39507000000.0|685000000.0|53.10358368|146000000.0
4|-2882000000.0|40411000000.0|7739000000.0|32672000000.0|5.833008|-1988000000.0|2239000000.0|2239000000.0|12644000000.0|1.01123742|7.56581986|21049000000.0|21049000000.0|1294000000.0||0.16|2013-12-31|1939000000.0|3233000000.0|3233000000.0|1939000000.0|457000000.0|0.15|0.15|0.15|4330000000.0|4330000000.0|727000000.0|0.97935261|3247000000.0|1919000000.0|1482000000.0|49649000000.0|684000000.0|32760000000.0|7653000000.0|25107000000.0|-258000000.0|-322000000.0|-186000000.0|-119000000.0|-1136000000.0|-1774000000.0|2715000000.0|-59000000.0|114000000.0|114000000.0|114000000.0|0.0|2259000000.0|0.0|2363000000.0|-150000000.0|15891000000.0|15891000000.0|0.0|220000000.0|742327115.0||AES|38492000000.0|343000000.0|51.85315102|86000000.0
5|-3286000000.0|38966000000.0|7826000000.0|31140000000.0|5.99119533|-2016000000.0|1822000000.0|1822000000.0|14058000000.0|1.11847935|7.40660112|20858000000.0|20858000000.0|1245000000.0||0.2|2014-12-31|2659000000.0|3904000000.0|3904000000.0|2659000000.0|1188000000.0|1.07|1.06|1.07|4272000000.0|4272000000.0|-225000000.0|-0.31554751|3088000000.0|1739000000.0|1471000000.0|49266000000.0|702000000.0|31641000000.0|6997000000.0|24644000000.0|-103000000.0|-308000000.0|-420000000.0|-144000000.0|-1262000000.0|-656000000.0|1791000000.0|-51000000.0|769000000.0|769000000.0|769000000.0|0.0|2278000000.0|0.0|2709000000.0|512000000.0|17146000000.0|17146000000.0|0.0|187000000.0|713046356.0||AES|37227000000.0|419000000.0|52.20838686|829000000.0
6|-3883000000.0|36470000000.0|6842000000.0|29628000000.0|4.68000756|-2308000000.0|1552000000.0|1552000000.0|12097000000.0|0.98787179|9.62178469|20081000000.0|20081000000.0|1144000000.0||0.4|2015-12-31|2207000000.0|3351000000.0|3351000000.0|2207000000.0|771000000.0|0.45|0.44|0.45|3149000000.0|3149000000.0|-174000000.0|-0.25859679999999996|2866000000.0|1364000000.0|1436000000.0|46709000000.0|671000000.0|30299000000.0|6926000000.0|23373000000.0|-277000000.0|-482000000.0|468000000.0|-276000000.0|28000000.0|-2366000000.0|2134000000.0|-52000000.0|306000000.0|306000000.0|306000000.0|0.0|1571000000.0|0.0|2302000000.0|143000000.0|14963000000.0|14963000000.0|0.0|196000000.0|672862161.0||AES|35106000000.0|465000000.0|52.17413318|-84000000.0
0|-1223000000.0|38550400000.0|6883000000.0|31667400000.0|21.92341407|-362000000.0|1203600000.0|1203600000.0|26139300000.0|0.82333521|3.05631432|4120300000.0|4120300000.0|416000000.0||0.04|2009-12-31|2144600000.0|2560600000.0|2560600000.0|2144600000.0|1901200000.0|2.89|2.84|2.89|9503800000.0|9503800000.0|2126300000.0|4.90495963|8624800000.0|5736900000.0|243400000.0|27370300000.0|0.0|29046600000.0|8359900000.0|20686700000.0|24100000.0|-773000000.0|266100000.0|-17300000.0|-464500000.0|-1999700000.0|2488300000.0|0.0|1276500000.0|1276500000.0|1276500000.0|0.0|0.0|0.0|2244000000.0|10256700000.0|34764100000.0|34764100000.0|0.0|6383000000.0|433500000.0||AET|32813500000.0|624700000.0|75.69434833|-1476900000.0
1|-1162600000.0|37739400000.0|6994200000.0|30745200000.0|24.7208198|-288700000.0|1867600000.0|1867600000.0|24733000000.0|0.80053566|2.81560642|4382500000.0|4382500000.0|444400000.0||0.04|2010-12-31|2898800000.0|3343200000.0|3343200000.0|2898800000.0|2644200000.0|4.25|4.18|4.25|9890800000.0|9890800000.0|1123400000.0|2.80779805|9513000000.0|5641900000.0|254600000.0|25875500000.0|0.0|27848600000.0|8736900000.0|19111700000.0|664000000.0|-1606000000.0|217000000.0|-16100000.0|-1382600000.0|634500000.0|1412100000.0|0.0|1766800000.0|1766800000.0|1766800000.0|0.0|0.0|0.0|2314600000.0|10401900000.0|34246000000.0|34246000000.0|0.0|6519000000.0|400100000.0||AET|32097500000.0|877400000.0|80.22369408|-1742700000.0
2|-1189200000.0|38593100000.0|5890000000.0|32703100000.0|27.93320453|-372000000.0|679700000.0|679700000.0|23531200000.0|0.69113609|2.81347207|4403600000.0|4403600000.0|447200000.0||0.45|2011-12-31|3324700000.0|3771900000.0|3771900000.0|3324700000.0|3077800000.0|5.33|5.22|5.33|10120200000.0|10120200000.0|2139100000.0|5.90422302|10251000000.0|7162500000.0|246900000.0|26632300000.0|0.0|28472900000.0|8522200000.0|19950700000.0|-1187900000.0|-1813000000.0|6000000.0|-167200000.0|-1818800000.0|-1880200000.0|2511100000.0|0.0|1985700000.0|1985700000.0|1985700000.0|0.0|0.0|0.0|2384600000.0|10346600000.0|33782200000.0|33782200000.0|0.0|6804400000.0|362300000.0||AET|31430600000.0|1092100000.0|86.75296715|-2632200000.0
3|-1033400000.0|41494500000.0|8244400000.0|33250100000.0|31.10852018|-338200000.0|2579200000.0|2579200000.0|26680400000.0|0.97589962|2.98538315|6481300000.0|6481300000.0|449900000.0||0.7|2012-12-31|2814200000.0|3264100000.0|3264100000.0|2814200000.0|2545400000.0|4.87|4.81|4.87|10405800000.0|10405800000.0|1486700000.0|4.4445441|9919400000.0|7033100000.0|268800000.0|29915500000.0|0.0|31065300000.0|8448000000.0|22617300000.0|1899500000.0|-1417500000.0|1961700000.0|-239100000.0|305900000.0|-231300000.0|1824900000.0|0.0|1657900000.0|1657900000.0|1657900000.0|0.0|0.0|0.0|2489500000.0|10343900000.0|36599800000.0|36599800000.0|0.0|6876400000.0|334500000.0||AET|34461400000.0|887500000.0|103.02361734|-203600000.0
4|-912100000.0|49764800000.0|9611900000.0|40152900000.0|38.16462585|-479100000.0|1412300000.0|1412300000.0|35246400000.0|0.77061653|2.5444084|8252600000.0|8252600000.0|569100000.0||0.8|2013-12-31|3275900000.0|3845000000.0|3845000000.0|3275900000.0|2942200000.0|5.38|5.33|5.38|14025500000.0|14025500000.0|1799600000.0|4.89687075|12048200000.0|12321600000.0|333700000.0|31810500000.0|0.0|35686600000.0|12473000000.0|23213600000.0|-1166900000.0|-1407700000.0|0.0|-278700000.0|-1525800000.0|-1919800000.0|2278700000.0|0.0|1913600000.0|1913600000.0|1913600000.0|0.0|0.0|0.0|3894700000.0|10555400000.0|47294600000.0|47294600000.0|0.0|8645400000.0|367500000.0||AET|37443200000.0|1028600000.0|101.8862585|-2861100000.0
5|-1111300000.0|53402100000.0|11764000000.0|41638100000.0|41.17884561|-369600000.0|1420400000.0|1420400000.0|42911700000.0|0.76605997|2.68255009|8581300000.0|8581300000.0|629000000.0||0.9|2014-12-31|3824800000.0|4453800000.0|4453800000.0|3824800000.0|3495500000.0|5.74|5.68|5.74|14482600000.0|14482600000.0|3003200000.0|8.53909582|15091500000.0|12561500000.0|329300000.0|32645000000.0|0.0|38850300000.0|15356500000.0|23493800000.0|8100000.0|-1218100000.0|386200000.0|-320600000.0|-1235000000.0|-2129700000.0|3372800000.0|0.0|2040800000.0|2040800000.0|2040800000.0|0.0|0.0|0.0|4440300000.0|11051700000.0|58003200000.0|58003200000.0|0.0|10837700000.0|351700000.0||AET|40840600000.0|1454700000.0|116.12340063|-3592500000.0
6|-1330300000.0|53381500000.0|12733000000.0|40648500000.0|46.21250358|-362900000.0|2524300000.0|2524300000.0|43832600000.0|0.82246552|2.30868856|7785400000.0|7785400000.0|671300000.0||1.0|2015-12-31|4594800000.0|5266100000.0|5266100000.0|4594800000.0|4231200000.0|6.84|6.78|6.84|16114300000.0|16114300000.0|3503200000.0|10.04645827|16503900000.0|12325100000.0|363600000.0|30836000000.0|0.0|37202900000.0|15481500000.0|21721400000.0|1103900000.0|-296300000.0|-930400000.0|-348700000.0|-1734700000.0|-1027500000.0|3866100000.0|0.0|2390200000.0|2390200000.0|2390200000.0|0.0|0.0|0.0|4920200000.0|12797400000.0|60336500000.0|60336500000.0|0.0|11649300000.0|348700000.0||AET|41056400000.0|1841000000.0|117.74132492|-2748500000.0
0|237270.0|33521563.0|20418626.0|13102937.0|3.10978366|-587069.0|1497305.0|1497305.0|45532388.0|3.45992495|0.40175639|3510903.0|3510903.0|1033896.0|1.01789565|0.0|2009-12-31|1100942.0|2134838.0|2134838.0|1100942.0|967309.0|0.09|0.09|0.09|23913972.0|23913972.0|695621.0|0.09045887|6630521.0|0.0|133633.0|29633696.0|3563481.0|9607591.0|5901465.0|3706126.0|1348707.0|78850.0|-1137187.0|0.0|-1058337.0|1124354.0|1282690.0|0.0|678290.0|678290.0|678290.0|0.0|3573477.0|0.0|14467428.0|16074510.0|52162909.0|52162909.0|0.0|6880306.0|7689915.0|7827531.0|AETI|33521563.0|289019.0|4.35915911|14517161.0
1|692000.0|34027000.0|18457000.0|15570000.0|2.96140562|-298000.0|1364000.0|1364000.0|35308000.0|2.84786298|0.48421007|4415000.0|4415000.0|880000.0|1.0|0.0|2010-12-31|-2653000.0|-1773000.0|-1773000.0|-2653000.0|-2784000.0|-0.22|-0.22|-0.22|22926000.0|22926000.0|-2028000.0|-0.26196155|3656000.0|0.0|131000.0|30597000.0|3820000.0|11101000.0|6481000.0|4620000.0|-133000.0|35000.0|804000.0|0.0|839000.0|758000.0|-1730000.0|0.0|-1694000.0|-1694000.0|-1694000.0|0.0|3926000.0|0.0|12259000.0|14381000.0|38964000.0|38964000.0|882000.0|7108000.0|7741594.0|7741594.0|AETI|34027000.0|-1090000.0|4.39534804|11976000.0
2|849000.0|36231000.0|22347000.0|13884000.0|2.2423759999999997|-528000.0|3749000.0|3749000.0|44785000.0|2.01251801|1.06786142|5211000.0|5211000.0|772000.0|1.0|0.0|2011-12-31|-263000.0|509000.0|509000.0|-263000.0|-446000.0|-0.75|-0.75|-0.75|17521000.0|17521000.0|524000.0|0.06706267|7155000.0|0.0|183000.0|26589000.0|4945000.0|18710000.0|11104000.0|7606000.0|2385000.0|35000.0|796000.0|0.0|831000.0|502000.0|1052000.0|0.0|-5888000.0|-5888000.0|-5888000.0|0.0|5772000.0|0.0|13317000.0|8493000.0|51940000.0|51940000.0|577000.0|8288000.0|7813587.0|7813587.0|AETI|36231000.0|5442000.0|4.63692284|11243000.0
3|900000.0|38974000.0|22347000.0|16627000.0|2.65667665|-1278000.0|4477000.0|4477000.0|45942000.0|2.21060441|0.65690058|554000.0|554000.0|877000.0|1.0452483|0.0|2012-12-31|3127000.0|4004000.0|4004000.0|3127000.0|3016000.0|0.26|0.25|0.26|20991000.0|20991000.0|-433000.0|-0.05480163|8123000.0|0.0|111000.0|24942000.0|5616000.0|13789000.0|10109000.0|3680000.0|728000.0|4950000.0|-4656000.0|0.0|103000.0|-220000.0|845000.0|0.0|2309000.0|2084000.0|2084000.0|0.0|4438000.0|225000.0|11936000.0|10578000.0|54065000.0|54065000.0|103000.0|7601000.0|7901225.0|8258742.0|AETI|38974000.0|707000.0|4.93265285|12238000.0
4|983000.0|45836000.0|26595000.0|19241000.0|3.25816669|-1230000.0|4148000.0|4148000.0|48072000.0|2.35083532|0.59784905|500000.0|500000.0|498000.0|1.18544281|0.0|2013-12-31|5210000.0|5708000.0|5708000.0|5210000.0|5264000.0|0.53|0.53|0.53|26035000.0|26035000.0|-374000.0|-0.04680447|11167000.0|0.0|-54000.0|30875000.0|3184000.0|15565000.0|11313000.0|4252000.0|-329000.0|-100000.0|0.0|0.0|-400000.0|294000.0|856000.0|0.0|4551000.0|4209000.0|4209000.0|0.0|5327000.0|342000.0|15774000.0|14788000.0|59239000.0|59239000.0|499000.0|7506000.0|7990690.0|9472506.0|AETI|45836000.0|713000.0|5.73617547|15282000.0
5|851000.0|43254000.0|21935000.0|21319000.0|2.59984253|-4878000.0|3550000.0|3550000.0|52259000.0|2.07188061|0.83212674|4000000.0|4000000.0|684000.0|1.0|0.0|2014-12-31|-4896000.0|-4212000.0|-4212000.0|-4896000.0|-5061000.0|-0.62|-0.62|-0.62|21272000.0|21272000.0|-7087000.0|-0.86616604|4995000.0|0.0|165000.0|33117000.0|2769000.0|17701000.0|10587000.0|7114000.0|-598000.0|-352000.0|3500000.0|0.0|2848000.0|-2039000.0|-2209000.0|0.0|-4727000.0|-5072000.0|-5072000.0|2673000.0|6447000.0|345000.0|14866000.0|9717000.0|57254000.0|57254000.0|807000.0|8083000.0|8182034.0|8182034.0|AETI|43254000.0|-334000.0|5.28646055|11348000.0
6|310000.0|38586000.0|19300000.0|19286000.0|2.22445076|-588000.0|7989000.0|7989000.0|42493000.0|2.30999402|0.86859761|5543000.0|5543000.0|894000.0|1.0|0.0|2015-12-31|-1993000.0|-1099000.0|-1099000.0|-1993000.0|-2165000.0|-0.36|-0.36|-0.36|18333000.0|18333000.0|1779000.0|0.21585654|6590000.0|218000.0|172000.0|27567000.0|1325000.0|15924000.0|8355000.0|7569000.0|4439000.0|-41000.0|1543000.0|0.0|1427000.0|796000.0|2367000.0|-151000.0|-2593000.0|-2942000.0|-2942000.0|0.0|4907000.0|349000.0|9155000.0|6775000.0|49083000.0|49083000.0|769000.0|8162000.0|8241585.0|8241585.0|AETI|38368000.0|428000.0|4.65541519|10945000.0
0|-29779000.0|20252179000.0|||13.34113231|-8958000.0|71540000.0|71540000.0|0.0||15.75653186|5877834000.0|5877834000.0|11003000.0|1.00010077|0.52|2009-12-31|38514000.0|49517000.0|49517000.0|38514000.0|38514000.0|0.3|0.3|0.3|1208614000.0|1208614000.0|159318000.0|1.75861153|308570000.0|194001000.0|0.0|25864472000.0|0.0|19043565000.0|||11277000.0|578000.0|-1088000000.0|-47758000.0|-1822888000.0|1665889000.0|168276000.0|0.0|27684000.0|27684000.0|27684000.0|0.0|0.0|0.0|0.0|1829199000.0|308570000.0|308570000.0|0.0|203407000.0|90593060.0|90602189.0|AF|20058178000.0|10830000.0|221.40965323|
1|-42161000.0|18089269000.0|||13.53041893|-9968000.0|67476000.0|67476000.0|0.0||13.56720917|4869204000.0|4869204000.0|11286000.0|1.00000037|0.52|2010-12-31|114837000.0|126123000.0|126123000.0|114837000.0|114837000.0|0.78|0.78|0.78|1241780000.0|1241780000.0|255383000.0|2.78264989|399755000.0|194355000.0|0.0|22696642000.0|0.0|16847489000.0|||7446000.0|112000.0|-1009000000.0|-48692000.0|-2274704000.0|2016799000.0|265351000.0|0.0|73734000.0|73734000.0|73734000.0|0.0|0.0|0.0|0.0|1848095000.0|399755000.0|399755000.0|0.0|213503000.0|91776907.0|91776941.0|AF|17894914000.0|41103000.0|194.98275312|
2|-75661000.0|17022055000.0|||13.41710775|1420000.0|132704000.0|132704000.0|0.0||12.60460535|4121573000.0|4121573000.0|11684000.0|1.0|0.52|2011-12-31|105924000.0|117608000.0|117608000.0|105924000.0|105924000.0|0.7|0.7|0.7|1251198000.0|1251198000.0|229113000.0|2.45687238|407341000.0|193287000.0|0.0|20817637000.0|0.0|15770857000.0|||13688000.0|0.0|-748000000.0|-49435000.0|-1149617000.0|935612000.0|227693000.0|0.0|67209000.0|67209000.0|67209000.0|0.0|0.0|0.0|0.0|1861592000.0|407341000.0|407341000.0|0.0|224173000.0|93253928.0|93253928.0|AF|16828768000.0|38715000.0|180.46176028|
3|-73090000.0|16496642000.0|||13.55596183|-6435000.0|121473000.0|121473000.0|0.0||11.74867252|4373496000.0|4373496000.0|11861000.0|1.0|0.25|2012-12-31|80971000.0|92832000.0|92832000.0|80971000.0|80971000.0|0.55|0.55|0.55|1293989000.0|1293989000.0|180978000.0|1.89594414|381104000.0|192098000.0|0.0|20556567000.0|0.0|15202653000.0|||-11231000.0|0.0|254000000.0|-24104000.0|-576276000.0|377632000.0|187413000.0|0.0|53091000.0|53091000.0|53091000.0|0.0|0.0|0.0|0.0|1891022000.0|381104000.0|381104000.0|0.0|212938000.0|95455344.0|95455344.0|AF|16304544000.0|27880000.0|170.80807964|
4|-38250000.0|15793722000.0|||15.64548578|-9621000.0|121950000.0|121950000.0|0.0||9.39393674|4137161000.0|4137161000.0|11566000.0|1.0|0.16|2013-12-31|104342000.0|115908000.0|115908000.0|104342000.0|104342000.0|0.6|0.6|0.6|1519513000.0|1519513000.0|223043000.0|2.29653585|391873000.0|197951000.0|0.0|19610982000.0|0.0|14274209000.0|||477000.0|0.0|-236866000.0|-20688000.0|-720849000.0|488662000.0|232664000.0|0.0|66593000.0|59379000.0|59379000.0|0.0|0.0|7214000.0|0.0|1930026000.0|391873000.0|391873000.0|0.0|210800000.0|97121497.0|97121497.0|AF|15595771000.0|37749000.0|160.58001042|
5|-65951000.0|15640021000.0|||16.06016106|-10961000.0|143185000.0|143185000.0|0.0||8.89830894|4187691000.0|4187691000.0|11872000.0|1.0|0.16|2014-12-31|122195000.0|134067000.0|134067000.0|122195000.0|122195000.0|0.88|0.88|0.88|1580070000.0|1580070000.0|123115000.0|1.25136654|406605000.0|196552000.0|0.0|19487975000.0|0.0|14059951000.0|||21235000.0|8121000.0|50000000.0|-24643000.0|-310789000.0|197948000.0|134076000.0|0.0|95916000.0|87141000.0|87141000.0|0.0|0.0|8775000.0|0.0|1992833000.0|406605000.0|406605000.0|0.0|222575000.0|98384443.0|98384443.0|AF|15443469000.0|26279000.0|156.97064017|
6|-58617000.0|15076211000.0|||16.69919389|-11225000.0|200538000.0|200538000.0|0.0||8.06322951|3964222000.0|3964222000.0|13069000.0|1.00358755|0.16|2015-12-31|117874000.0|130943000.0|130943000.0|117874000.0|117874000.0|0.79|0.79|0.79|1663448000.0|1663448000.0|95984000.0|0.96357411|406957000.0|196165000.0|0.0|18643730000.0|0.0|13412763000.0|||57353000.0|-701000.0|-224000000.0|-24856000.0|-646289000.0|596433000.0|107209000.0|0.0|88075000.0|79300000.0|79300000.0|0.0|0.0|8775000.0|0.0|2045391000.0|406957000.0|406957000.0|0.0|239777000.0|99612473.0|99969838.0|AF|14880046000.0|29799000.0|149.3793453|
0|4051000.0|630950000.0|417203000.0|213747000.0|4.33396874|-10749000.0|65642000.0|65642000.0|150326000.0|5.81735153|1.1184264|247201000.0|247201000.0|45125000.0|1.0|0.0|2009-12-31|-13122000.0|32003000.0|32003000.0|-13122000.0|-24067000.0|-0.35|-0.35|-0.35|297839000.0|297839000.0|-1420000.0|-0.02066296|176768000.0|0.0|10945000.0|740792000.0|54490000.0|333111000.0|71717000.0|261394000.0|-47650000.0|-813000.0|-50669000.0|0.0|-50073000.0|-7190000.0|9329000.0|284000.0|-23909000.0|-23909000.0|-23909000.0|0.0|57183000.0|0.0|64933000.0|-440300000.0|327094000.0|327094000.0|77358000.0|130838000.0|68722000.0|68722000.0|AFFX|630950000.0|-158000.0|9.1811938|345486000.0
