|ACCOCI|ASSETS|ASSETSC|ASSETSNC|BVPS|CAPEX|CASHNEQ|CASHNEQUSD|COR|CURRENTRATIO|DE|DEBT|DEBTUSD|DEPAMOR|DILUTIONRATIO|DPS|Date|EBIT|EBITDA|EBITDAUSD|EBITUSD|EBT|EPS|EPSDIL|EPSUSD|EQUITY|EQUITYUSD|FCF|FCFPS|GP|INTANGIBLES|INTEXP|INVCAP|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|NCF|NCFCOMMON|NCFDEBT|NCFDIV|NCFF|NCFI|NCFO|NCFX|NETINC|NETINCCMN|NETINCCMNUSD|NETINCDIS|PAYABLES|PREFDIVIS|RECEIVABLES|RETEARN|REVENUE|REVENUEUSD|RND|SGNA|SHARESWA|SHARESWADIL|SYMBOL|TANGIBLES|TAXEXP|TBVPS|WORKINGCAPITAL
5|-21000.0|32348000.0|6999000.0|25349000.0|1.29465764|-2429000.0|1808000.0|1808000.0|6378000.0|0.62675741|0.88004185|4478000.0|4478000.0|1322000.0|1.0|0.0|2014-07-31|425000.0|1747000.0|1747000.0|425000.0|139000.0|-0.01|-0.01|-0.01|17206000.0|17206000.0|-46000.0|-0.00346125|26641000.0|19999000.0|286000.0|3852000.0|294000.0|15142000.0|11167000.0|3975000.0|-387000.0|289000.0|-238000.0|0.0|51000.0|-2818000.0|2383000.0|-3000.0|-102000.0|-102000.0|-102000.0|0.0|656000.0|0.0|1212000.0|-88864000.0|33019000.0|33019000.0|2717000.0|15566000.0|13290000.0|13290000.0|ARIS|12349000.0|241000.0|0.92919488|-4168000.0
6|25000.0|49636000.0|8407000.0|41229000.0|1.81486969|-2103000.0|2284000.0|2284000.0|7302000.0|0.64964068|0.84184942|10697000.0|10697000.0|1756000.0|1.02895818|0.0|2015-07-31|2347000.0|4103000.0|4103000.0|2347000.0|1882000.0|0.07|0.07|0.07|26949000.0|26949000.0|4210000.0|0.28352078|33141000.0|36410000.0|465000.0|8698000.0|165000.0|22687000.0|12941000.0|9746000.0|476000.0|4834000.0|1293000.0|0.0|6127000.0|-11942000.0|6313000.0|-22000.0|1071000.0|1071000.0|1071000.0|0.0|708000.0|0.0|2046000.0|-87793000.0|40443000.0|40443000.0|4199000.0|17061000.0|14849000.0|15279000.0|ARIS|13226000.0|811000.0|0.89069971|-4534000.0
7|-5000.0|49343000.0|11155000.0|38188000.0|1.70321756|-2870000.0|5118000.0|5118000.0|8806000.0|0.85348125|0.68256837|9188000.0|9188000.0|2407000.0|1.02857475|0.0|2016-07-31|3554000.0|5961000.0|5961000.0|3554000.0|3094000.0|0.1|0.1|0.1|29326000.0|29326000.0|4855000.0|0.28197235|38887000.0|34555000.0|460000.0|5788000.0|132000.0|20017000.0|13070000.0|6947000.0|2834000.0|93000.0|-1474000.0|0.0|-1381000.0|-3496000.0|7725000.0|-14000.0|1743000.0|1743000.0|1743000.0|0.0|718000.0|0.0|1942000.0|-86050000.0|47693000.0|47693000.0|5093000.0|17903000.0|17218000.0|17710000.0|ARIS|14788000.0|1351000.0|0.85886863|-1915000.0
0|-17149000.0|1051400000.0|192808000.0|858592000.0|4.3630904|-328154000.0|21556000.0|21556000.0|850784000.0|1.39801038|2.28354014|440784000.0|440784000.0|117524000.0|1.0|1.47|2009-12-31|223902000.0|341426000.0|341426000.0|223902000.0|193055000.0|1.78|1.78|1.78|319863000.0|319863000.0|-45413000.0|-0.61945591|380247000.0|0.0|30847000.0|1332712000.0|64357000.0|730420000.0|137916000.0|592504000.0|-223319000.0|0.0|-18690000.0|-167131000.0|-186581000.0|-320132000.0|282741000.0|653000.0|192347000.0|131518000.0|131518000.0|0.0|63996000.0|60639000.0|94465000.0||1231031000.0|1231031000.0|0.0|41117000.0|73311110.0|73311110.0|ARLP|1051400000.0|708000.0|14.34161889|54892000.0
1|-18721000.0|1501278000.0|503337000.0|997941000.0|6.20781325|-289493000.0|339562000.0|339562000.0|1060597000.0|3.25563209|2.29384378|722460000.0|722460000.0|146881000.0|1.0|1.6|2010-12-31|352820000.0|499701000.0|499701000.0|352820000.0|322758000.0|3.34|3.34|3.34|455783000.0|455783000.0|231095000.0|3.14753864|549468000.0|0.0|30062000.0|1729571000.0|31548000.0|1045495000.0|154605000.0|890890000.0|318006000.0|0.0|280259000.0|-186354000.0|92683000.0|-294991000.0|520588000.0|-274000.0|321017000.0|247845000.0|247845000.0|0.0|65866000.0|73172000.0|117391000.0||1610065000.0|1610065000.0|0.0|50818000.0|73420862.0|73420862.0|ARLP|1501278000.0|1741000.0|20.44756707|348732000.0
2|-40460000.0|1731518000.0|464154000.0|1267364000.0|8.48208902|-320394000.0|273528000.0|273528000.0|1217969000.0|2.38247613|1.77594516|707173000.0|707173000.0|160335000.0|1.0|1.81|2011-12-31|410876000.0|571211000.0|571211000.0|410876000.0|388922000.0|4.07|4.07|4.07|623758000.0|623758000.0|253589000.0|3.44839581|625591000.0|0.0|21954000.0|1970343000.0|33837000.0|1107760000.0|194820000.0|912940000.0|-66034000.0|0.0|-18812000.0|-217860000.0|-238909000.0|-401108000.0|573983000.0|0.0|389353000.0|303102000.0|303102000.0|0.0|97363000.0|86251000.0|137284000.0||1843560000.0|1843560000.0|0.0|52334000.0|73538252.0|73538252.0|ARLP|1731518000.0|-431000.0|23.54581395|269334000.0
3|-42264000.0|1955972000.0|281312000.0|1674660000.0|9.56847759|-424517000.0|28283000.0|28283000.0|1363932000.0|1.35033865|1.77267431|810613000.0|810613000.0|218122000.0|1.0|2.08|2012-12-31|363173000.0|581295000.0|581295000.0|363173000.0|334489000.0|3.06|3.06|3.06|705446000.0|705446000.0|131339000.0|1.78144646|670369000.0|0.0|28684000.0|2529975000.0|46660000.0|1250526000.0|208327000.0|1042199000.0|-245245000.0|0.0|81785000.0|-257923000.0|-177722000.0|-623379000.0|555856000.0|0.0|335571000.0|228734000.0|228734000.0|0.0|100501000.0|106837000.0|177485000.0||2034301000.0|2034301000.0|0.0|58737000.0|73726044.0|73726044.0|ARLP|1955972000.0|-1082000.0|26.53027199|72985000.0
4|-9719000.0|2121898000.0|321910000.0|1799988000.0|11.51808531|-327631000.0|93654000.0|93654000.0|1433435000.0|1.51450711|1.49272294|886423000.0|886423000.0|264911000.0|1.0|2.28|2013-12-31|421930000.0|686841000.0|686841000.0|421930000.0|394886000.0|3.63|3.63|3.63|851237000.0|851237000.0|377021000.0|5.10147003|772126000.0|0.0|27044000.0|2702116000.0|44214000.0|1270661000.0|212551000.0|1058110000.0|65371000.0|0.0|75810000.0|-288439000.0|-213330000.0|-425951000.0|704652000.0|0.0|393490000.0|272141000.0|272141000.0|0.0|79661000.0|121349000.0|167962000.0||2205561000.0|2205561000.0|0.0|63697000.0|73904384.0|73904384.0|ARLP|2121898000.0|1396000.0|28.71139552|109359000.0
5|-35847000.0|2285059000.0|340888000.0|1944171000.0|13.70234301|-307006000.0|24601000.0|24601000.0|1409395000.0|0.80991221|1.25175885|838179000.0|838179000.0|274566000.0|1.0|2.47|2014-12-31|530797000.0|805363000.0|805363000.0|530797000.0|497213000.0|4.77|4.77|4.77|1014582000.0|1014582000.0|432195000.0|5.83696945|891326000.0|0.0|33584000.0|2677742000.0|83155000.0|1270012000.0|420895000.0|849117000.0|-69053000.0|0.0|-48507000.0|-317626000.0|-367032000.0|-441222000.0|739201000.0|0.0|497213000.0|358955000.0|358955000.0|0.0|86213000.0|138274000.0|203480000.0||2300721000.0|2300721000.0|0.0|72552000.0|74044417.0|74044417.0|ARLP|2285059000.0|0.0|30.86065219|-80007000.0
6|-34557000.0|2361286000.0|314905000.0|2046381000.0|13.30348673|-210735000.0|33431000.0|33431000.0|1410977000.0|0.74595346|1.39030562|917420000.0|917420000.0|333713000.0|1.0|2.66|2015-12-31|337345000.0|671058000.0|671058000.0|337345000.0|306192000.0|2.11|2.11|2.11|986778000.0|986778000.0|505607000.0|6.81646329|862756000.0|136399000.0|31153000.0|2686725000.0|121081000.0|1371923000.0|422151000.0|949772000.0|8830000.0|0.0|286000.0|-346799000.0|-351597000.0|-355915000.0|716342000.0|0.0|306171000.0|159860000.0|159860000.0|0.0|83726000.0|146338000.0|123761000.0||2273733000.0|2273733000.0|0.0|67484000.0|74174389.0|74174389.0|ARLP|2224887000.0|21000.0|29.99535325|-107246000.0
0|-2092000000.0|38472000000.0|7022000000.0|31450000000.0|38.23978548|-1622000000.0|1481000000.0|1481000000.0|16902000000.0|1.29700776|1.84476651|9819000000.0|9819000000.0|1311000000.0||0.78|2009-12-31|-1255000000.0|56000000.0|56000000.0|-1255000000.0|-1725000000.0|-3.69|-3.69|-3.69|12420000000.0|12420000000.0|-257000000.0|-0.79127414|1537000000.0|5051000000.0|470000000.0|36345000000.0|2328000000.0|22912000000.0|5414000000.0|17498000000.0|719000000.0|876000000.0|-951000000.0|-228000000.0|37000000.0|-721000000.0|1365000000.0|38000000.0|-1151000000.0|-1151000000.0|-1151000000.0|0.0|1954000000.0|0.0|2182000000.0|11020000000.0|18439000000.0|18439000000.0|169000000.0|1009000000.0|324792617.0||ARNC|33421000000.0|-574000000.0|102.89950649|1608000000.0
1|-1675000000.0|39293000000.0|6919000000.0|32374000000.0|39.97585529999999|-1015000000.0|1543000000.0|1543000000.0|17174000000.0|1.31765378|1.63154801|9165000000.0|9165000000.0|1451000000.0||0.36|2010-12-31|896000000.0|2347000000.0|2347000000.0|896000000.0|402000000.0|0.75|0.72|0.75|13611000000.0|13611000000.0|1246000000.0|3.65953388|3839000000.0|5122000000.0|494000000.0|36542000000.0|2584000000.0|22207000000.0|5251000000.0|16956000000.0|62000000.0|13000000.0|-681000000.0|-125000000.0|-952000000.0|-1272000000.0|2261000000.0|25000000.0|254000000.0|254000000.0|254000000.0|0.0|2331000000.0|0.0|1917000000.0|11149000000.0|21013000000.0|21013000000.0|174000000.0|961000000.0|340480520.0||ARNC|34171000000.0|148000000.0|100.36110142|1668000000.0
2|-2627000000.0|40120000000.0|7713000000.0|32407000000.0|39.02269526|-1287000000.0|1939000000.0|1939000000.0|20480000000.0|1.28272077|1.65595204|9371000000.0|9371000000.0|1481000000.0||0.36|2011-12-31|1390000000.0|2871000000.0|2871000000.0|1390000000.0|866000000.0|1.71|1.65|1.71|13844000000.0|13844000000.0|906000000.0|2.55378228|4471000000.0|5157000000.0|524000000.0|36382000000.0|2899000000.0|22925000000.0|6013000000.0|16912000000.0|396000000.0|37000000.0|238000000.0|-131000000.0|62000000.0|-1852000000.0|2193000000.0|-7000000.0|611000000.0|611000000.0|611000000.0|0.0|2692000000.0|0.0|1942000000.0|11629000000.0|24951000000.0|24951000000.0|184000000.0|1027000000.0|354767909.0||ARNC|34963000000.0|255000000.0|98.55175486|1700000000.0
3|-3402000000.0|40179000000.0|7700000000.0|32479000000.0|37.10356782|-1261000000.0|1861000000.0|1861000000.0|20401000000.0|1.29585998|1.79225699|8829000000.0|8829000000.0|1462000000.0||0.36|2012-12-31|843000000.0|2305000000.0|2305000000.0|843000000.0|353000000.0|0.54|0.54|0.54|13199000000.0|13199000000.0|236000000.0|0.66341708|3299000000.0|5170000000.0|490000000.0|36035000000.0|2825000000.0|23656000000.0|5942000000.0|17714000000.0|-78000000.0|12000000.0|-756000000.0|-131000000.0|-798000000.0|-759000000.0|1497000000.0|-18000000.0|191000000.0|191000000.0|191000000.0|0.0|2702000000.0|0.0|1739000000.0|11689000000.0|23700000000.0|23700000000.0|197000000.0|997000000.0|355733984.0||ARNC|35009000000.0|162000000.0|98.41342569|1758000000.0
4|-3659000000.0|35742000000.0|6969000000.0|28773000000.0|29.71104857|-1193000000.0|1437000000.0|1437000000.0|19286000000.0|1.14152334|2.09761163|8319000000.0|8319000000.0|1422000000.0||0.36|2013-12-31|-1404000000.0|18000000.0|18000000.0|-1404000000.0|-1857000000.0|-6.42|-6.42|-6.42|10593000000.0|10593000000.0|385000000.0|1.07984081|3746000000.0|3415000000.0|453000000.0|33104000000.0|2705000000.0|22220000000.0|6105000000.0|16115000000.0|-424000000.0|13000000.0|-463000000.0|-132000000.0|-679000000.0|-1290000000.0|1578000000.0|-33000000.0|-2285000000.0|-2285000000.0|-2285000000.0|0.0|2960000000.0|0.0|1818000000.0|9272000000.0|23032000000.0|23032000000.0|192000000.0|1008000000.0|356534034.0||ARNC|32327000000.0|428000000.0|90.67016587|864000000.0
5|-4677000000.0|37363000000.0|7848000000.0|29515000000.0|31.31769005|-1219000000.0|1877000000.0|1877000000.0|19137000000.0|1.43788934|1.83398342|8852000000.0|8852000000.0|1372000000.0||0.36|2014-12-31|1061000000.0|2433000000.0|2433000000.0|1061000000.0|588000000.0|0.63|0.63|0.63|12306000000.0|12306000000.0|455000000.0|1.15793507|4769000000.0|5247000000.0|473000000.0|33633000000.0|3082000000.0|22569000000.0|5458000000.0|17111000000.0|440000000.0|150000000.0|1136000000.0|-161000000.0|2250000000.0|-3460000000.0|1674000000.0|-24000000.0|268000000.0|268000000.0|268000000.0|0.0|3152000000.0|0.0|2128000000.0|9379000000.0|23906000000.0|23906000000.0|218000000.0|995000000.0|392940858.0||ARNC|32116000000.0|320000000.0|81.73240157|2390000000.0
6|-5431000000.0|36477000000.0|7953000000.0|28524000000.0|27.58354669|-1180000000.0|1956000000.0|1956000000.0|18069000000.0|1.52619459|1.85505562|9052000000.0|9052000000.0|1280000000.0||0.36|2015-12-31|621000000.0|1901000000.0|1901000000.0|621000000.0|123000000.0|-0.93|-0.93|-0.93|12046000000.0|12046000000.0|402000000.0|0.92052015|4465000000.0|5401000000.0|498000000.0|32961000000.0|3442000000.0|22346000000.0|5211000000.0|17135000000.0|42000000.0|25000000.0|-148000000.0|-223000000.0|-441000000.0|-1060000000.0|1582000000.0|-39000000.0|-322000000.0|-322000000.0|-322000000.0|0.0|2889000000.0|0.0|1862000000.0|8834000000.0|22534000000.0|22534000000.0|238000000.0|979000000.0|436709613.0||ARNC|31076000000.0|445000000.0|71.15941366|2742000000.0
0|-27879000.0|5292948000.0|1419161000.0|3873787000.0|26.70743901|-299804000.0|98616000.0|98616000.0|1800019000.0|1.69546601|2.11957034|2260936000.0|2260936000.0|352785000.0|1.0|0.0|2009-12-31|-374895000.0|-22110000.0|-22110000.0|-374895000.0|-497740000.0|-8.95|-8.95|-8.95|1639997000.0|1639997000.0|177714000.0|2.89408201|915582000.0|469047000.0|122845000.0|6149188000.0|489982000.0|3476089000.0|837033000.0|2639056000.0|-40161000.0|1869000.0|-174263000.0|0.0|-224004000.0|-301000000.0|477518000.0|7325000.0|-549407000.0|-549407000.0|-549407000.0|296239000.0|131337000.0|0.0|627685000.0|-1565489000.0|2715601000.0|2715601000.0|0.0|337620000.0|61406000.0|61406000.0|AROC|4823901000.0|51667000.0|78.55748624|582128000.0
1|-20225000.0|4741536000.0|1160604000.0|3580932000.0|25.96093233|-209879000.0|46557000.0|46557000.0|1620095000.0|1.5307298999999999|1.82616152|1897147000.0|1897147000.0|392153000.0|1.0|0.0|2010-12-31|-27978000.0|364175000.0|364175000.0|-27978000.0|-164127000.0|-1.64|-1.64|-1.64|1609448000.0|1609448000.0|156434000.0|2.52333253|797088000.0|479108000.0|136149000.0|5354815000.0|396287000.0|2939112000.0|758203000.0|2180909000.0|-37191000.0|110368000.0|-392187000.0|0.0|-298667000.0|-102965000.0|366313000.0|-1872000.0|-101825000.0|-101825000.0|-101825000.0|-40739000.0|157206000.0|0.0|576948000.0|-1667314000.0|2417183000.0|2417183000.0|0.0|351998000.0|61995000.0|61995000.0|AROC|4262428000.0|-62302000.0|68.75438342|402401000.0
2|6059000.0|4360662000.0|1123927000.0|3236735000.0|22.95024272|-229108000.0|23024000.0|23024000.0|1892211000.0|1.67780098|1.86512166|1773039000.0|1773039000.0|352793000.0|1.0|0.0|2011-12-31|-202852000.0|149941000.0|149941000.0|-202852000.0|-352325000.0|-5.44|-5.44|-5.44|1437236000.0|1437236000.0|-108665000.0|-1.73519737|720414000.0|222851000.0|149473000.0|5217945000.0|342095000.0|2680620000.0|669881000.0|2010739000.0|-22458000.0|289380000.0|-151254000.0|0.0|99290000.0|-239184000.0|120443000.0|-3007000.0|-340608000.0|-340608000.0|-340608000.0|8044000.0|210812000.0|0.0|571212000.0|-2007922000.0|2612625000.0|2612625000.0|0.0|352096000.0|62624000.0|62624000.0|AROC|4137811000.0|-11717000.0|66.07388541|454046000.0
3|23909000.0|4254847000.0|1237968000.0|3016879000.0|23.30873636|-392742000.0|35884000.0|35884000.0|1964838000.0|1.59832881|1.72633948|1564923000.0|1564923000.0|346177000.0|1.0|0.0|2012-12-31|49135000.0|395312000.0|395312000.0|49135000.0|-85241000.0|-0.62|-0.62|-0.62|1478613000.0|1478613000.0|-2817000.0|-0.04440696|829408000.0|151920000.0|134376000.0|4857427000.0|386330000.0|2552588000.0|774539000.0|1778049000.0|12698000.0|114305000.0|-229650000.0|0.0|-171290000.0|-205451000.0|389925000.0|-486000.0|-39486000.0|-39486000.0|-39486000.0|-35976000.0|231929000.0|0.0|609664000.0|-2047408000.0|2794246000.0|2794246000.0|0.0|375647000.0|63436000.0|63436000.0|AROC|4102927000.0|-45755000.0|64.67821111|463429000.0
4|30078000.0|4227157000.0|1221131000.0|3006026000.0|25.7872281|-211483000.0|36934000.0|36934000.0|470978000.0|1.90591473|1.45222521|1502155000.0|1502155000.0|187476000.0|1.0|0.0|2013-12-31|217518000.0|404994000.0|404994000.0|217518000.0|105324000.0|1.91|1.91|1.91|1662090000.0|1662090000.0|144220000.0|2.23756477|391794000.0|164836000.0|112194000.0|4886836000.0|413927000.0|2413729000.0|640706000.0|1773023000.0|4639000.0|5414000.0|-99860000.0|0.0|-156702000.0|-196451000.0|355703000.0|-1487000.0|123164000.0|123164000.0|123164000.0|-158790000.0|177289000.0|0.0|593967000.0|-1924244000.0|862772000.0|862772000.0|0.0|118851000.0|64454000.0|64454000.0|AROC|4062321000.0|-17840000.0|63.02667018|580425000.0
5|15865000.0|4926839000.0|1185820000.0|3741019000.0|27.13500619|-371687000.0|378000.0|378000.0|504393000.0|1.94370274|1.65462649|2025795000.0|2025795000.0|212268000.0|1.0|0.6|2014-12-31|182373000.0|394641000.0|394641000.0|182373000.0|70100000.0|1.47|1.47|1.47|1797260000.0|1797260000.0|7683000.0|0.11599783|454760000.0|157891000.0|112273000.0|6184282000.0|145786000.0|2973794000.0|610083000.0|2363711000.0|16243000.0|177058000.0|490806000.0|0.0|558481000.0|-929851000.0|379370000.0|-3925000.0|98166000.0|98166000.0|98166000.0|-142995000.0|41480000.0|0.0|159972000.0|-1866397000.0|959153000.0|959153000.0|0.0|132651000.0|66234000.0|66234000.0|AROC|4768948000.0|-28066000.0|72.0015098|575737000.0
6|-1570000.0|2706763000.0|285303000.0|2421460000.0|10.72450426|-237375000.0|1563000.0|1563000.0|495046000.0|2.11172874|2.61544876|1588465000.0|1588465000.0|229127000.0|1.0|0.6|2015-12-31|54988000.0|284115000.0|284115000.0|54988000.0|-52629000.0|-1.55|-1.55|-1.55|733910000.0|733910000.0|190205000.0|2.7794339|503062000.0|132472000.0|107617000.0|4026089000.0|129411000.0|1919504000.0|135104000.0|1784400000.0|2370000.0|-805000.0|-450946000.0|-41584000.0|-97516000.0|-328879000.0|427580000.0|0.0|-105818000.0|-105818000.0|-105818000.0|-60408000.0|52430000.0|0.0|147786000.0|-2013799000.0|998108000.0|998108000.0|0.0|131919000.0|68433000.0|68433000.0|AROC|2574291000.0|53189000.0|37.61768445|150199000.0
0|-6993000.0|792309000.0|530017000.0|262292000.0|4.36106957|-53883000.0|346976000.0|346976000.0|1382958000.0|2.19160189|0.82354214|0.0|0.0|49863000.0|1.01401198|0.0|2010-01-30|382806000.0|432669000.0|432669000.0|382806000.0|382806000.0|2.3|2.27|2.3|434489000.0|434489000.0|280557000.0|2.81601742|847147000.0|0.0|0.0|203493000.0|132915000.0|357820000.0|241840000.0|115980000.0|118446000.0|-163788000.0|0.0|0.0|-162604000.0|-53883000.0|334440000.0|493000.0|229457000.0|229457000.0|229457000.0|0.0|90850000.0|0.0|0.0|922790000.0|2230105000.0|2230105000.0|0.0|464462000.0|99629000.0|101025000.0|AROPQ|792309000.0|153349000.0|7.95259412|288177000.0
1|-443000.0|773197000.0|469565000.0|303632000.0|4.71796074|-100807000.0|265553000.0|265553000.0|1514272000.0|2.17288595|0.78717262|0.0|0.0|58045000.0|1.01158124|0.0|2011-01-29|386676000.0|444721000.0|444721000.0|386676000.0|386676000.0|2.52|2.49|2.52|432637000.0|432637000.0|162924000.0|1.77670665|886162000.0|0.0|0.0|291542000.0|156596000.0|340560000.0|216102000.0|124458000.0|-81423000.0|-250507000.0|0.0|0.0|-245379000.0|-100807000.0|263731000.0|1032000.0|231339000.0|231339000.0|231339000.0|0.0|103014000.0|0.0|0.0|389764000.0|2400434000.0|2400434000.0|0.0|499368000.0|91700000.0|92762000.0|AROPQ|773197000.0|155337000.0|8.43181025|253463000.0
2|-839000.0|735233000.0|441799000.0|293434000.0|5.04179391|-73323000.0|223712000.0|223712000.0|1733916000.0|2.28661412|0.7957301999999999|0.0|0.0|65113000.0|1.00742538|0.0|2012-01-28|113098000.0|178211000.0|178211000.0|113098000.0|113098000.0|0.86|0.85|0.86|409434000.0|409434000.0|55978000.0|0.68931632|608344000.0|0.0|0.0|318310000.0|163522000.0|325799000.0|193211000.0|132588000.0|-41841000.0|-98632000.0|0.0|0.0|-98179000.0|-73323000.0|129301000.0|360000.0|69515000.0|69515000.0|69515000.0|0.0|103476000.0|0.0|0.0|459279000.0|2342260000.0|2342260000.0|0.0|494829000.0|81208000.0|81811000.0|AROPQ|735233000.0|43583000.0|9.05370161|248588000.0
3|190000.0|740844000.0|439940000.0|300904000.0|5.12512958|-72309000.0|231501000.0|231501000.0|1796821000.0|2.16180358|0.8053338000000001|0.0|0.0|65780000.0|1.00530792|0.0|2013-02-02|59511000.0|125291000.0|125291000.0|59511000.0|59026000.0|0.44|0.43|0.44|410364000.0|410364000.0|72502000.0|0.90549401|589357000.0|29332000.0|485000.0|276505000.0|155463000.0|330480000.0|203506000.0|126974000.0|7789000.0|-40118000.0|0.0|0.0|-39501000.0|-97484000.0|144811000.0|-37000.0|34923000.0|34923000.0|34923000.0|0.0|89991000.0|0.0|0.0|193324000.0|2386178000.0|2386178000.0|0.0|529846000.0|80069000.0|80494000.0|AROPQ|711512000.0|24103000.0|8.88623562|236434000.0
4|-1183000.0|647641000.0|376621000.0|271020000.0|3.5777452000000003|-84089000.0|106517000.0|106517000.0|1733539000.0|1.56689729|1.30730124|0.0|0.0|64386000.0|1.0|0.0|2014-02-01|-185206000.0|-120820000.0|-120820000.0|-185206000.0|-186119000.0|-1.81|-1.81|-1.81|280692000.0|280692000.0|-122462000.0|-1.56092027|357363000.0|28580000.0|913000.0|272183000.0|172311000.0|366949000.0|240361000.0|126588000.0|-124984000.0|-1387000.0|0.0|0.0|-1387000.0|-84470000.0|-38373000.0|-754000.0|-141831000.0|-141831000.0|-141831000.0|0.0|138245000.0|0.0|0.0|51493000.0|2090902000.0|2090902000.0|0.0|542569000.0|78455000.0|78455000.0|AROPQ|619061000.0|-44288000.0|7.89065069|136260000.0
5|3098000.0|512189000.0|349287000.0|162902000.0|1.18627476|-23837000.0|151750000.0|151750000.0|1502225000.0|1.75654391|4.47491235|138540000.0|138540000.0|50687000.0|1.0|0.0|2015-01-31|-213138000.0|-162451000.0|-162451000.0|-213138000.0|-221921000.0|-2.62|-2.62|-2.62|93552000.0|93552000.0|-79547000.0|-1.00868606|336438000.0|22728000.0|8783000.0|277402000.0|130474000.0|418637000.0|198849000.0|219788000.0|45233000.0|-1546000.0|0.0|0.0|127719000.0|-25844000.0|-55710000.0|-932000.0|-206458000.0|-206458000.0|-206458000.0|0.0|88289000.0|0.0|0.0|-154965000.0|1838663000.0|1838663000.0|0.0|508611000.0|78862000.0|78862000.0|AROPQ|489461000.0|-15463000.0|6.20655068|150438000.0
6|3389000.0|354383000.0|227406000.0|126977000.0|-0.44775782|-15712000.0|66606000.0|66606000.0|1213865000.0|1.29417523|-10.94173259|142960000.0|142960000.0|37955000.0|1.0|0.0|2016-01-30|-119410000.0|-81455000.0|-81455000.0|-119410000.0|-132330000.0|-1.72|-1.72|-1.72|-35646000.0|-35646000.0|-84203000.0|-1.05769376|293002000.0|22042000.0|12920000.0|232980000.0|119821000.0|390029000.0|175715000.0|214314000.0|-86653000.0|-590000.0|0.0|0.0|-1720000.0|-15712000.0|-68491000.0|-730000.0|-136943000.0|-136943000.0|-136943000.0|0.0|96196000.0|0.0|0.0|-291908000.0|1506867000.0|1506867000.0|0.0|419312000.0|79610000.0|79610000.0|AROPQ|332341000.0|4613000.0|4.17461374|51691000.0
0|55000.0|171880000.0|157153000.0|14727000.0|0.26115601|-660000.0|36551000.0|36551000.0|0.0|1.88018042|13.90073689|46100000.0|46100000.0|1695000.0|1.0|0.0|2009-12-31|-34931000.0|-33236000.0|-33236000.0|-34931000.0|-35586000.0|-0.82|-0.82|-0.82|11535000.0|11535000.0|-42418000.0|-0.96035681|25198000.0|0.0|655000.0|97845000.0|0.0|160345000.0|83584000.0|76761000.0|-105339000.0|718000.0|-1650000.0|0.0|-932000.0|-62649000.0|-41758000.0|0.0|-36136000.0|-36136000.0|-36136000.0|0.0|12360000.0|0.0|0.0|-368589000.0|25198000.0|25198000.0|49495000.0|13317000.0|44169000.0|44169000.0|ARQL|171880000.0|550000.0|3.89141706|73569000.0
1|-7000.0|88866000.0|81814000.0|7052000.0|-0.32702284|-357000.0|20457000.0|20457000.0|0.0|1.74395157|-7.1025958|1700000.0|1700000.0|1425000.0|1.0|0.0|2010-12-31|-30405000.0|-28980000.0|-28980000.0|-30405000.0|-30679000.0|-0.68|-0.68|-0.68|-14562000.0|-14562000.0|-35173000.0|-0.78988973|29221000.0|0.0|274000.0|23196000.0|0.0|103428000.0|46913000.0|56515000.0|-16094000.0|835000.0|-44400000.0|0.0|-43565000.0|62287000.0|-34816000.0|0.0|-30129000.0|-30129000.0|-30129000.0|0.0|16836000.0|0.0|0.0|-398718000.0|29221000.0|29221000.0|47034000.0|13477000.0|44529000.0|44529000.0|ARQL|88866000.0|-550000.0|1.9956881999999998|34901000.0
2|-6000.0|117051000.0|72188000.0|44863000.0|0.56328394|-594000.0|11095000.0|11095000.0|0.0|1.47656937|2.93726664|1700000.0|1700000.0|1172000.0|1.0|0.0|2011-12-31|-10737000.0|-9565000.0|-9565000.0|-10737000.0|-10762000.0|-0.2|-0.2|-0.2|29729000.0|29729000.0|-24332000.0|-0.46102543|47310000.0|0.0|25000.0|58767000.0|0.0|87322000.0|48889000.0|38433000.0|-9362000.0|51222000.0|0.0|0.0|51222000.0|-36846000.0|-23738000.0|0.0|-10762000.0|-10762000.0|-10762000.0|0.0|11932000.0|0.0|0.0|-409480000.0|47310000.0|47310000.0|45011000.0|13373000.0|52778000.0|52778000.0|ARQL|117051000.0|0.0|2.21779908|23299000.0
3|102000.0|134193000.0|79615000.0|54578000.0|1.35452433|-117000.0|14327000.0|14327000.0|0.0|2.98776598|0.65611078|1700000.0|1700000.0|1064000.0|1.0|0.0|2012-12-31|-10846000.0|-9782000.0|-9782000.0|-10846000.0|-10872000.0|-0.18|-0.18|-0.18|81029000.0|81029000.0|-34321000.0|-0.57372829|36414000.0|0.0|26000.0|94919000.0|0.0|53164000.0|26647000.0|26517000.0|3232000.0|57929000.0|0.0|0.0|57929000.0|-20493000.0|-34204000.0|0.0|-10872000.0|-10872000.0|-10872000.0|0.0|10163000.0|0.0|0.0|-420352000.0|36414000.0|36414000.0|33966000.0|13852000.0|59821000.0|59821000.0|ARQL|134193000.0|0.0|2.24324234|52968000.0
