Date|REVENUE|REVENUEUSD|COR|GP|RND|SGNA|EBIT|EBITUSD|INTEXP|EBT|TAXEXP|NETINC|PREFDIVIS|NETINCCMN|NETINCCMNUSD|NETINCDIS|EPS|EPSUSD|EPSDIL|SHARESWA|SHARESWADIL|DPS|NCFO|DEPAMOR|NCFI|CAPEX|NCFF|NCFDEBT|NCFCOMMON|NCFDIV|NCFX|NCF|ASSETS|ASSETSC|ASSETSNC|CASHNEQ|CASHNEQUSD|RECEIVABLES|INTANGIBLES|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|DEBT|DEBTUSD|PAYABLES|EQUITY|EQUITYUSD|RETEARN|ACCOCI|BVPS|CURRENTRATIO|DE|DILUTIONRATIO|EBITDA|EBITDAUSD|FCF|FCFPS|INVCAP|TANGIBLES|TBVPS|WORKINGCAPITAL
2009-12-31|27328000000.0|27328000000.0|19708000000.0|7620000000.0|1378000000.0|3440000000.0|2578000000.0|2578000000.0|408000000.0|2170000000.0|415000000.0|1755000000.0|0.0|1755000000.0|1755000000.0|0.0|1.93|1.93|1.92|903730000.0||1.64|4741000000.0|1503000000.0|-4298000000.0|-1308000000.0|-97000000.0|1391000000.0|1000000.0|-1492000000.0|30000000.0|376000000.0|38185000000.0|17288000000.0|20897000000.0|4021000000.0|4021000000.0|5030000000.0|4689000000.0|5380000000.0|30534000000.0|9390000000.0|21144000000.0|11034000000.0|11034000000.0|3542000000.0|7215000000.0|7215000000.0|10710000000.0|-5771000000.0|7.98357917|1.84110756|4.23201663||4081000000.0|4081000000.0|3433000000.0|3.79870094|31119000000.0|33496000000.0|37.0641674|7898000000.0
2010-12-31|28899000000.0|28899000000.0|20574000000.0|8325000000.0|1603000000.0|2912000000.0|4136000000.0|4136000000.0|590000000.0|3546000000.0|515000000.0|3031000000.0|0.0|3031000000.0|3031000000.0|0.0|3.32|3.32|3.28|912894000.0||1.64|4559000000.0|1380000000.0|-2439000000.0|-1508000000.0|-1829000000.0|-778000000.0|458000000.0|-1501000000.0|-49000000.0|242000000.0|40410000000.0|19059000000.0|21351000000.0|4263000000.0|4263000000.0|5635000000.0|5321000000.0|5967000000.0|30667000000.0|9389000000.0|21278000000.0|10270000000.0|10270000000.0|4349000000.0|9278000000.0|9278000000.0|12030000000.0|-5790000000.0|10.16328292|2.02992864|3.30534598||5516000000.0|5516000000.0|3051000000.0|3.34211858|31707000000.0|35089000000.0|38.43710223|9670000000.0
2011-12-31|34423000000.0|34423000000.0|24774000000.0|9649000000.0|1960000000.0|3310000000.0|4653000000.0|4653000000.0|447000000.0|4206000000.0|647000000.0|3559000000.0|0.0|3559000000.0|3559000000.0|0.0|3.82|3.82|3.77|923919000.0||1.64|5152000000.0|1560000000.0|-6238000000.0|-1843000000.0|403000000.0|1561000000.0|280000000.0|-1533000000.0|6000000.0|-677000000.0|48492000000.0|18058000000.0|30434000000.0|3586000000.0|3586000000.0|6022000000.0|10826000000.0|7195000000.0|39430000000.0|11185000000.0|28245000000.0|12553000000.0|12553000000.0|4816000000.0|8593000000.0|8593000000.0|13422000000.0|-8750000000.0|9.30059886|1.61448368|4.58861864||6213000000.0|6213000000.0|3309000000.0|3.58148279|35448000000.0|37666000000.0|40.76764305|6873000000.0
2012-12-31|35310000000.0|35310000000.0|23256000000.0|12054000000.0|2123000000.0|5886000000.0|3835000000.0|3835000000.0|464000000.0|3371000000.0|616000000.0|2755000000.0|0.0|2755000000.0|2755000000.0|-308000000.0|2.94|2.94|2.91|932471000.0||1.7|4849000000.0|1713000000.0|-1346000000.0|-1793000000.0|-2697000000.0|-793000000.0|150000000.0|-1594000000.0|-13000000.0|698000000.0|49859000000.0|21317000000.0|28542000000.0|4284000000.0|4284000000.0|5452000000.0|9742000000.0|7565000000.0|39560000000.0|13552000000.0|26008000000.0|11740000000.0|11740000000.0|4853000000.0|10208000000.0|10208000000.0|14383000000.0|-8646000000.0|10.94725734|1.57297816|3.87539185||5548000000.0|5548000000.0|3056000000.0|3.27731372|34021000000.0|40117000000.0|43.02224949|7765000000.0
2013-12-31|28998000000.0|28998000000.0|18864000000.0|10134000000.0|2037000000.0|5342000000.0|5656000000.0|5656000000.0|448000000.0|5208000000.0|360000000.0|4848000000.0|0.0|4848000000.0|4848000000.0|-2656000000.0|5.22|5.22|5.18|926103000.0||1.78|3179000000.0|1603000000.0|2945000000.0|-1882000000.0|-1474000000.0|717000000.0|-464000000.0|-1661000000.0|-88000000.0|4562000000.0|51499000000.0|24384000000.0|27115000000.0|8941000000.0|8941000000.0|6047000000.0|9809000000.0|8042000000.0|35213000000.0|13367000000.0|21846000000.0|12462000000.0|12462000000.0|5180000000.0|16229000000.0|16229000000.0|16784000000.0|-5441000000.0|17.52396872|1.82419391|2.16975784||7259000000.0|7259000000.0|1297000000.0|1.40049217|31844000000.0|41690000000.0|45.01659103|11017000000.0
2014-12-31|28406000000.0|28406000000.0|17668000000.0|10738000000.0|1958000000.0|4891000000.0|5170000000.0|5170000000.0|377000000.0|4793000000.0|1168000000.0|3625000000.0|0.0|3625000000.0|3625000000.0|-491000000.0|3.95|3.95|3.92|905947000.0||1.84|3712000000.0|1617000000.0|-337000000.0|-2020000000.0|-5074000000.0|-1701000000.0|-1673000000.0|-1696000000.0|-332000000.0|-2031000000.0|50490000000.0|26082000000.0|24408000000.0|6910000000.0|6910000000.0|5238000000.0|8901000000.0|6787000000.0|37112000000.0|13805000000.0|23307000000.0|10655000000.0|10655000000.0|3786000000.0|13320000000.0|13320000000.0|16894000000.0|-8556000000.0|14.70284686|1.88931547|2.78618619||6787000000.0|6787000000.0|1692000000.0|1.86765892|31529000000.0|41589000000.0|45.906659|12277000000.0
2015-12-31|25130000000.0|25130000000.0|15571000000.0|9559000000.0|1898000000.0|4615000000.0|2991000000.0|2991000000.0|342000000.0|2649000000.0|696000000.0|1953000000.0|0.0|1953000000.0|1953000000.0|-64000000.0|2.17|2.17|2.16|876407000.0||4.92|2316000000.0|1466000000.0|-1828000000.0|-1629000000.0|-1823000000.0|2141000000.0|-2079000000.0|-1546000000.0|-275000000.0|-1610000000.0|41166000000.0|17387000000.0|23779000000.0|5300000000.0|5300000000.0|4643000000.0|8392000000.0|6140000000.0|30966000000.0|10316000000.0|20650000000.0|8807000000.0|8807000000.0|3398000000.0|9993000000.0|9993000000.0|14510000000.0|-9396000000.0|11.40223663|1.68544009|3.09876914||4457000000.0|4457000000.0|687000000.0|0.78388237|25965000000.0|32774000000.0|37.39586745|7071000000.0
