Date|REVENUE|REVENUEUSD|COR|GP|RND|SGNA|EBIT|EBITUSD|INTEXP|EBT|TAXEXP|NETINC|PREFDIVIS|NETINCCMN|NETINCCMNUSD|NETINCDIS|EPS|EPSUSD|EPSDIL|SHARESWA|SHARESWADIL|DPS|NCFO|DEPAMOR|NCFI|CAPEX|NCFF|NCFDEBT|NCFCOMMON|NCFDIV|NCFX|NCF|ASSETS|ASSETSC|ASSETSNC|CASHNEQ|CASHNEQUSD|RECEIVABLES|INTANGIBLES|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|DEBT|DEBTUSD|PAYABLES|EQUITY|EQUITYUSD|RETEARN|ACCOCI|BVPS|CURRENTRATIO|DE|DILUTIONRATIO|EBITDA|EBITDAUSD|FCF|FCFPS|INVCAP|TANGIBLES|TBVPS|WORKINGCAPITAL
2014-12-31|2116000000.0|2116000000.0|1660000000.0|456000000.0|94000000.0|310000000.0|-51000000.0|-51000000.0|62000000.0|-113000000.0|10000000.0|-123000000.0|0.0|-123000000.0|-123000000.0|-4000000.0|-2.95|-2.95|-2.95|41700000.0|41700000.0|0.0|-128000000.0|199000000.0|41000000.0|-43000000.0|-7000000.0|-3000000.0|-1000000.0|0.0|-38000000.0|-132000000.0|2556000000.0|1550000000.0|1006000000.0|749000000.0|749000000.0|414000000.0|278000000.0|349000000.0|2257000000.0|599000000.0|1658000000.0|677000000.0|677000000.0|212000000.0|277000000.0|277000000.0|-204000000.0|-136000000.0|6.64268585|2.58764608|8.14801444|1.0|148000000.0|148000000.0|-171000000.0|-4.10071942|1607000000.0|2278000000.0|54.62829736|951000000.0
2015-12-31|1798000000.0|1798000000.0|1417000000.0|381000000.0|61000000.0|226000000.0|15000000.0|15000000.0|63000000.0|-48000000.0|32000000.0|-80000000.0|0.0|-80000000.0|-80000000.0|8000000.0|-1.91|-1.91|-1.91|41900000.0|41900000.0|0.0|-95000000.0|145000000.0|-51000000.0|-43000000.0|-1000000.0|1000000.0|-1000000.0|0.0|-18000000.0|-165000000.0|2138000000.0|1278000000.0|860000000.0|589000000.0|589000000.0|350000000.0|207000000.0|263000000.0|2035000000.0|459000000.0|1576000000.0|685000000.0|685000000.0|186000000.0|78000000.0|78000000.0|-283000000.0|-267000000.0|1.86157518|2.78431373|26.08974359|1.0|160000000.0|160000000.0|-138000000.0|-3.29355609|1568000000.0|1931000000.0|46.08591885|819000000.0
