Date|REVENUE|REVENUEUSD|COR|GP|RND|SGNA|EBIT|EBITUSD|INTEXP|EBT|TAXEXP|NETINC|PREFDIVIS|NETINCCMN|NETINCCMNUSD|NETINCDIS|EPS|EPSUSD|EPSDIL|SHARESWA|SHARESWADIL|DPS|NCFO|DEPAMOR|NCFI|CAPEX|NCFF|NCFDEBT|NCFCOMMON|NCFDIV|NCFX|NCF|ASSETS|ASSETSC|ASSETSNC|CASHNEQ|CASHNEQUSD|RECEIVABLES|INTANGIBLES|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|DEBT|DEBTUSD|PAYABLES|EQUITY|EQUITYUSD|RETEARN|ACCOCI|BVPS|CURRENTRATIO|DE|DILUTIONRATIO|EBITDA|EBITDAUSD|FCF|FCFPS|INVCAP|TANGIBLES|TBVPS|WORKINGCAPITAL
2009-12-31|0.0|0.0|0.0|0.0|10950114.0|7631251.0|-18452844.0|-18452844.0|0.0|-18452844.0|0.0|-18452844.0|0.0|-18452844.0|-18452844.0|0.0|-9.6|-9.6|-9.6|1929376.0|1929376.0|0.0|-17302714.0|314352.0|-853831.0|-1251211.0|32760026.0|16673477.0|16086549.0|0.0|0.0|14603481.0|32126916.0|30338382.0|1788534.0|29673420.0|29673420.0|0.0|83008.0|0.0|1811086.0|1811086.0|0.0|0.0|0.0|1187201.0|30315830.0|30315830.0|-79220106.0|0.0|15.71276413|16.75148612|0.0597406|1.0|-18138492.0|-18138492.0|-18553925.0|-9.61654182|559402.0|32043908.0|16.60843091|28527296.0
2010-12-31|0.0|0.0|0.0|0.0|11496634.0|8738203.0|-19922515.0|-19922515.0|0.0|-19922515.0|0.0|-19922515.0|0.0|-19922515.0|-19922515.0|0.0|-8.3|-8.3|-8.3|2404314.0|2404314.0|0.0|-18820489.0|552860.0|-1033795.0|-1033795.0|20701676.0|3743283.0|16958393.0|0.0|0.0|847392.0|33589290.0|31044484.0|2544806.0|30520812.0|30520812.0|0.0|71108.0|0.0|1790322.0|1686018.0|104304.0|0.0|0.0|1096505.0|31798968.0|31798968.0|-99142621.0|0.0|13.22579663|18.41290188|0.05630126|1.0|-19369655.0|-19369655.0|-19854284.0|-8.25777498|1311352.0|33518182.0|13.94085049|29358466.0
2011-12-31|0.0|0.0|0.0|0.0|9656003.0|10806228.0|-20384715.0|-20384715.0|0.0|-20384715.0|0.0|-20384715.0|0.0|-20384715.0|-20384715.0|0.0|-8.0|-8.0|-8.0|2541588.0|2541588.0|0.0|-17457861.0|562803.0|-104092.0|-104092.0|15038012.0|0.0|15038012.0|0.0|0.0|-2523941.0|31393309.0|29058421.0|2334888.0|27996871.0|27996871.0|0.0|59208.0|0.0|1585913.0|1447697.0|138216.0|0.0|0.0|670950.0|29807396.0|29807396.0|-119527336.0|0.0|11.72786305|20.07217049|0.05320535|1.0|-19821912.0|-19821912.0|-17561953.0|-6.90983472|1889533.0|31334101.0|12.32855246|27610724.0
2012-12-31|278000.0|278000.0|2042000.0|-1764000.0|6792000.0|14169000.0|-22673000.0|-22673000.0|0.0|-22673000.0|0.0|-22673000.0|0.0|-22673000.0|-22673000.0|0.0|-7.4|-7.4|-7.4|3076261.0|3076261.0|0.0|-19224000.0|970000.0|-6158000.0|-6158000.0|5247000.0|0.0|5247000.0|0.0|0.0|-20135000.0|17270000.0|9683000.0|7587000.0|7862000.0|7862000.0|180000.0|47000.0|676000.0|3295000.0|3019000.0|276000.0|0.0|0.0|1850000.0|13975000.0|13975000.0|-142200000.0|0.0|4.54285251|3.20735343|0.23577818|1.0|-21703000.0|-21703000.0|-25382000.0|-8.25092539|6342000.0|17223000.0|5.5986797|6664000.0
2013-12-31|536000.0|536000.0|4341000.0|-3805000.0|3782000.0|15536000.0|-25384000.0|-25384000.0|564000.0|-25948000.0|0.0|-25948000.0|0.0|-25948000.0|-25948000.0|0.0|-6.05|-6.05|-6.05|4289450.0|4289450.0|0.0|-19413000.0|2439000.0|-5188000.0|-5188000.0|20522000.0|-425000.0|21192000.0|0.0|0.0|-4079000.0|14132000.0|10351000.0|3781000.0|3783000.0|3783000.0|57000.0|42000.0|5631000.0|5836000.0|5652000.0|184000.0|0.0|0.0|1479000.0|8296000.0|8296000.0|-168148000.0|0.0|1.93404749|1.83138712|0.70347155|1.0|-22945000.0|-22945000.0|-24601000.0|-5.73523412|4655000.0|14090000.0|3.28480341|4699000.0
2014-12-31|915000.0|915000.0|4935000.0|-4020000.0|1641000.0|10961000.0|-11773000.0|-11773000.0|2372000.0|-14145000.0|0.0|-14145000.0|1887000.0|-16032000.0|-16032000.0|0.0|-3.03|-3.03|-3.03|5295929.0|5295929.0|0.0|-17709000.0|1790000.0|17000.0|17000.0|25343000.0|15000000.0|11458000.0|0.0|0.0|7651000.0|20070000.0|17203000.0|2867000.0|11434000.0|11434000.0|220000.0|37000.0|5275000.0|7794000.0|2187000.0|5607000.0|5001000.0|5001000.0|1185000.0|12276000.0|12276000.0|-182293000.0|0.0|2.31800691|7.86602652|0.63489736|1.0|-9983000.0|-9983000.0|-17692000.0|-3.34067923|11413000.0|20033000.0|3.78271688|15016000.0
2015-12-31|18495000.0|18495000.0|13719000.0|4776000.0|2029000.0|19222000.0|-14628000.0|-14628000.0|10200000.0|-24828000.0|119000.0|-24947000.0|2962000.0|-27909000.0|-27909000.0|0.0|-3.27|-3.27|-3.27|8536699.0|8536699.0|0.0|-6585000.0|4051000.0|-44224000.0|-1724000.0|42670000.0|42804000.0|0.0|0.0|8000.0|-8131000.0|50079000.0|11979000.0|38100000.0|3318000.0|3318000.0|4068000.0|24155000.0|4128000.0|33992000.0|7079000.0|26913000.0|19989000.0|19989000.0|4446000.0|16087000.0|16087000.0|-207240000.0|1000.0|1.88445206|1.69218816|2.11301051|1.0|-10577000.0|-10577000.0|-8309000.0|-0.97332704|35516000.0|25924000.0|3.036771|4900000.0
