Date|REVENUE|REVENUEUSD|COR|GP|RND|SGNA|EBIT|EBITUSD|INTEXP|EBT|TAXEXP|NETINC|PREFDIVIS|NETINCCMN|NETINCCMNUSD|NETINCDIS|EPS|EPSUSD|EPSDIL|SHARESWA|SHARESWADIL|DPS|NCFO|DEPAMOR|NCFI|CAPEX|NCFF|NCFDEBT|NCFCOMMON|NCFDIV|NCFX|NCF|ASSETS|ASSETSC|ASSETSNC|CASHNEQ|CASHNEQUSD|RECEIVABLES|INTANGIBLES|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|DEBT|DEBTUSD|PAYABLES|EQUITY|EQUITYUSD|RETEARN|ACCOCI|BVPS|CURRENTRATIO|DE|DILUTIONRATIO|EBITDA|EBITDAUSD|FCF|FCFPS|INVCAP|TANGIBLES|TBVPS|WORKINGCAPITAL
2009-12-29|942331000.0|942331000.0|748387000.0|193944000.0|0.0|47430000.0|74243000.0|74243000.0|3273000.0|70970000.0|23491000.0|47479000.0|0.0|47479000.0|47479000.0|0.0|0.68|0.68|0.67|69967000.0|71298000.0|0.0|115129000.0|41822000.0|-43134000.0|-43159000.0|-30395000.0|-31284000.0|1348000.0|0.0|0.0|41600000.0|662073000.0|74316000.0|587757000.0|46858000.0|46858000.0|12312000.0|124659000.0|8004000.0|239123000.0|108203000.0|130920000.0|101426000.0|101426000.0|27882000.0|420372000.0|420372000.0|188719000.0|19000.0|6.0081467|0.68682014|0.56883665|1.01902325|116065000.0|116065000.0|71970000.0|1.02862778|483779000.0|537414000.0|7.68096388|-33887000.0
2010-12-28|1004993000.0|1004993000.0|790182000.0|214811000.0|0.0|52494000.0|88645000.0|88645000.0|2673000.0|85972000.0|27683000.0|58289000.0|0.0|58289000.0|58289000.0|0.0|0.82|0.82|0.8|71432000.0|72929000.0|0.0|120056000.0|41283000.0|-44816000.0|-44816000.0|-39735000.0|-49246000.0|8200000.0|0.0|0.0|35505000.0|702801000.0|113922000.0|588879000.0|82215000.0|82215000.0|12563000.0|121903000.0|9197000.0|203419000.0|112058000.0|91361000.0|52180000.0|52180000.0|26864000.0|496616000.0|496616000.0|247008000.0|-1338000.0|6.95229029|1.01663424|0.40961024|1.02095699|129928000.0|129928000.0|75240000.0|1.05330944|438805000.0|580898000.0|8.13218166|1864000.0
2011-12-27|1109226000.0|1109226000.0|877691000.0|231535000.0|0.0|57702000.0|93142000.0|93142000.0|2413000.0|90729000.0|26765000.0|63964000.0|0.0|63964000.0|63964000.0|0.0|0.9|0.9|0.88|70829000.0|72278000.0|0.32|136419000.0|42709000.0|-79475000.0|-79475000.0|-64421000.0|9725000.0|-57613000.0|-17012000.0|0.0|-7477000.0|740670000.0|111974000.0|628696000.0|78777000.0|78777000.0|11480000.0|119988000.0|10730000.0|244848000.0|136372000.0|108476000.0|61905000.0|61905000.0|38279000.0|491904000.0|491904000.0|288425000.0|-2609000.0|6.94495193|0.82109231|0.49775566|1.02045772|135851000.0|135851000.0|56944000.0|0.80396448|467438000.0|620682000.0|8.76310551|-24398000.0
2012-12-25|1263331000.0|1263331000.0|995696000.0|267635000.0|0.0|70640000.0|108255000.0|108255000.0|2347000.0|105908000.0|34738000.0|71170000.0|0.0|71170000.0|71170000.0|0.0|1.02|1.02|1.0|70026000.0|71485000.0|0.46|148046000.0|46717000.0|-90154000.0|-85857000.0|-54923000.0|-10303000.0|-22484000.0|-24486000.0|0.0|2969000.0|791254000.0|122472000.0|668782000.0|81746000.0|81746000.0|16416000.0|122699000.0|10909000.0|260517000.0|158662000.0|101855000.0|51602000.0|51602000.0|45509000.0|525084000.0|525084000.0|327509000.0|-2461000.0|7.49841487|0.77190506|0.49614347|1.02083512|154972000.0|154972000.0|62189000.0|0.88808443|479749000.0|668555000.0|9.5472396|-36190000.0
2013-12-31|1422585000.0|1422585000.0|1128582000.0|294003000.0|0.0|77258000.0|116764000.0|116764000.0|2201000.0|114563000.0|34140000.0|80423000.0|0.0|80423000.0|80423000.0|0.0|1.15|1.15|1.13|70089000.0|71362000.0|0.48|173836000.0|51562000.0|-111248000.0|-111455000.0|-49460000.0|-369000.0|-4578000.0|-46877000.0|0.0|13128000.0|877644000.0|145743000.0|731901000.0|94874000.0|94874000.0|25391000.0|125073000.0|11954000.0|283784000.0|175852000.0|107932000.0|51233000.0|51233000.0|38404000.0|587659000.0|587659000.0|374190000.0|-1652000.0|8.38446832|0.82878216|0.4829059|1.01816262|168326000.0|168326000.0|62381000.0|0.89002554|533078000.0|752571000.0|10.7373625|-30109000.0
2014-12-30|1582148000.0|1582148000.0|1258602000.0|323546000.0|0.0|81656000.0|128096000.0|128096000.0|2084000.0|126012000.0|38990000.0|87022000.0|0.0|87022000.0|87022000.0|0.0|1.25|1.25|1.23|69719000.0|70608000.0|0.6|191713000.0|59179000.0|-124240000.0|-124240000.0|-76225000.0|-1461000.0|-44307000.0|-31333000.0|0.0|-8752000.0|943142000.0|147726000.0|795416000.0|86122000.0|86122000.0|34023000.0|122774000.0|14256000.0|328186000.0|215971000.0|112215000.0|50822000.0|50822000.0|54028000.0|607892000.0|607892000.0|419436000.0|-782000.0|8.71917268|0.6840085|0.5398755|1.01275119|187275000.0|187275000.0|67473000.0|0.96778497|569097000.0|820368000.0|11.76677807|-68245000.0
2015-12-29|1807368000.0|1807368000.0|1443500000.0|363868000.0|0.0|92336000.0|141839000.0|141839000.0|1959000.0|139880000.0|42986000.0|96894000.0|0.0|96894000.0|96894000.0|0.0|1.38|1.38|1.37|70032000.0|70747000.0|0.68|227941000.0|69694000.0|-173203000.0|-173203000.0|-81526000.0|-22128000.0|-15273000.0|-46176000.0|0.0|-26788000.0|1032706000.0|133813000.0|898893000.0|59334000.0|59334000.0|45421000.0|121398000.0|15633000.0|355524000.0|256642000.0|98882000.0|25694000.0|25694000.0|62915000.0|669662000.0|669662000.0|468678000.0|-109000.0|9.5622287|0.52139946|0.53090066|1.01020962|211533000.0|211533000.0|54738000.0|0.78161412|621026000.0|911308000.0|13.01273703|-122829000.0
